scenario,cost_att1,cost_att3
728,139061.63818872612,139061.63818872612
729,141749.39257520981,141749.39257520981
730,114628.18873133366,114628.18873133366
731,187965.97251,136483.3206052438
732,140881.53444573437,140881.53444573437
733,139431.12191211182,139431.12191211182
734,132501.98831381375,132501.98831381375
735,139522.30768300564,139522.30768300564
736,187965.97251,178166.70559599999
737,137564.38369505483,137564.38369505483
738,136244.8280518372,136244.8280518372
739,187721.716316,136244.8280518372
740,136244.8280518372,136244.8280518372
741,136244.8280518372,136244.8280518372
742,136244.8280518372,136244.8280518372
743,131519.21180111976,131519.21180111976
