scenario,time_att1,time_att3
366,2.1242239475250244,6.562941789627075
367,1.4938039779663086,5.387234926223755
368,1.4289500713348389,4.914366960525513
369,1.5307860374450684,4.811482191085815
370,1.4265201091766357,4.758948087692261
371,1.6834139823913574,5.477403879165649
372,1.8686473369598389,6.142468214035034
373,1.679229974746704,5.625502824783325
374,1.4256792068481445,4.201796770095825
375,1.7294652462005615,5.731414079666138
376,1.5296838283538818,4.299777984619141
377,1.4199371337890625,5.620182991027832
378,1.2672970294952393,5.050513744354248
379,1.4937658309936523,5.390631914138794
380,1.5305240154266357,5.324200868606567
381,1.6320409774780273,5.757379055023193
382,1.3370728492736816,5.566870927810669
383,1.5699009895324707,5.1555891036987305
384,1.6905171871185303,5.9403932094573975
385,1.7332749366760254,4.625076770782471
386,1.4051079750061035,5.297780990600586
387,1.5350062847137451,4.9155261516571045
388,1.4262058734893799,5.6347126960754395
389,1.9330339431762695,6.032862901687622
390,2.1479010581970215,7.165877103805542
391,2.0426502227783203,6.1393210887908936
392,1.8419227600097656,6.044534921646118
393,2.2496049404144287,6.3490309715271
394,1.5267610549926758,6.344843864440918
395,1.3666901588439941,4.602354049682617
396,1.222790002822876,4.913590908050537
397,1.2215731143951416,4.50214695930481
398,1.4307899475097656,5.136545896530151
399,1.5114431381225586,5.407644987106323
400,1.8368911743164062,5.116270065307617
401,1.428278923034668,4.403455018997192
402,1.6306889057159424,5.435888767242432
403,1.2489919662475586,4.493048906326294
404,1.4324238300323486,4.7107367515563965
405,1.3217802047729492,4.906792163848877
406,1.389775037765503,4.4051079750061035
407,1.735093116760254,5.626878023147583
408,1.3280789852142334,4.506708860397339
409,1.430600881576538,5.428920030593872
410,1.4236721992492676,4.496548891067505
411,1.3308990001678467,4.710435152053833
412,1.428105115890503,4.400814056396484
413,1.4283027648925781,5.322613954544067
414,1.2592780590057373,4.399582147598267
415,1.5321850776672363,5.1254730224609375
416,1.7289748191833496,5.109800100326538
417,1.238759994506836,4.558431148529053
418,1.5515899658203125,6.089014053344727
419,1.429103136062622,5.115805149078369
420,1.739818811416626,5.431872844696045
421,1.2218689918518066,5.130601167678833
422,1.927685022354126,6.042834043502808
423,1.612152099609375,4.686448097229004
424,1.6812429428100586,5.6333489418029785
425,1.324711799621582,4.9099578857421875
426,1.6343717575073242,4.686118841171265
427,1.4507019519805908,5.071662902832031
428,2.2149345874786377,5.395572900772095
429,1.627981185913086,4.839457035064697
430,1.3941519260406494,4.872246026992798
431,1.805185079574585,5.134335041046143
432,1.416132926940918,5.324450969696045
433,1.4543633460998535,5.207651138305664
434,1.434131145477295,4.457880020141602
435,1.3783941268920898,5.98058295249939
436,1.4238221645355225,5.121852874755859
437,1.418612003326416,4.803666114807129
438,2.0441229343414307,5.597170114517212
439,1.357909917831421,5.119229078292847
440,1.355787992477417,3.966214895248413
441,1.4837770462036133,4.98204493522644
442,1.4134490489959717,4.895892143249512
443,1.7370271682739258,5.52905011177063
444,1.1225080490112305,4.39996075630188
445,1.6317470073699951,5.546633958816528
446,1.3992283344268799,5.872401237487793
447,1.6909701824188232,5.151813268661499
448,1.3258519172668457,5.218173027038574
449,1.6344740390777588,5.426209926605225
450,1.6317577362060547,5.640417814254761
451,1.3017442226409912,4.696101188659668
452,1.8640499114990234,6.742217063903809
453,1.8449888229370117,5.1114490032196045
454,1.6638569831848145,4.82963490486145
455,1.4909272193908691,5.624686241149902
456,1.528177261352539,5.934713125228882
457,1.839372158050537,5.832259178161621
458,1.9457411766052246,5.734593152999878
459,1.4881770610809326,4.500595808029175
460,1.527444839477539,5.013789892196655
461,1.631194829940796,5.934431076049805
462,1.836371898651123,5.879994869232178
463,1.5167169570922852,5.174574136734009
464,1.342231035232544,5.321209192276001
465,1.1949539184570312,5.1145148277282715
466,1.3598289489746094,4.6925599575042725
467,1.3458387851715088,4.82743501663208
468,1.8320116996765137,4.437719821929932
469,1.392204999923706,5.17755389213562
470,1.6310138702392578,4.607326984405518
471,1.2631850242614746,4.7250940799713135
472,1.3074438571929932,5.129980802536011
473,1.7051939964294434,5.314292907714844
