scenario,time_sec
0,0.47039198875427246
1,0.15218114852905273
2,0.2092113494873047
3,0.15660905838012695
4,0.16527390480041504
5,0.1560649871826172
6,0.18263769149780273
7,0.20523309707641602
8,0.1616802215576172
9,0.2722151279449463
10,0.17231416702270508
11,0.16553497314453125
12,0.15815114974975586
13,0.13916802406311035
14,0.20457124710083008
15,0.2989339828491211
16,0.17172908782958984
17,0.17086434364318848
18,0.1769249439239502
19,0.15685391426086426
20,0.1987771987915039
21,0.18704795837402344
22,0.21011900901794434
23,0.16607165336608887
24,0.2896099090576172
25,0.14570403099060059
26,0.17478394508361816
27,0.1587669849395752
28,0.17970800399780273
29,0.1733102798461914
30,0.15722227096557617
31,0.17703509330749512
32,0.17888617515563965
33,0.146132230758667
34,0.16527414321899414
35,0.16259193420410156
36,0.15688228607177734
37,0.22590899467468262
38,0.24529600143432617
39,0.1909489631652832
40,0.1651477813720703
41,0.21557998657226562
42,0.17169523239135742
43,0.17142415046691895
44,0.17240595817565918
45,0.1894221305847168
46,0.1571059226989746
47,0.1981339454650879
48,0.18050003051757812
49,0.28446102142333984
50,0.17371201515197754
51,0.1826467514038086
52,0.1842958927154541
53,0.16138911247253418
54,0.19672584533691406
55,0.25434422492980957
56,0.16947007179260254
57,0.1752009391784668
58,0.1702578067779541
59,0.1768970489501953
60,0.1726830005645752
61,0.17922592163085938
62,0.16796493530273438
63,0.28073811531066895
64,0.18287897109985352
65,0.1829838752746582
66,0.15983915328979492
67,0.16074419021606445
68,0.31202197074890137
69,0.19962072372436523
70,0.3731403350830078
71,0.2492208480834961
72,0.1652231216430664
73,0.21966099739074707
74,0.17465806007385254
75,0.19363713264465332
76,0.18927001953125
77,0.1636638641357422
78,0.1745128631591797
79,0.20517301559448242
80,0.22925400733947754
81,0.17360281944274902
82,0.18299579620361328
83,0.1811511516571045
84,0.16021990776062012
85,0.15540289878845215
86,0.34211111068725586
87,0.17403173446655273
88,0.17311310768127441
89,0.1636490821838379
90,0.18362998962402344
91,0.22426891326904297
92,0.1592707633972168
93,0.16946887969970703
94,0.13672804832458496
95,0.17439603805541992
96,0.18053507804870605
97,0.18033218383789062
98,0.17210173606872559
99,0.20931005477905273
100,0.20038819313049316
101,0.1506800651550293
102,0.17210602760314941
103,0.19130611419677734
104,0.1991581916809082
105,0.1773989200592041
106,0.17887616157531738
107,0.18392181396484375
108,0.15412116050720215
109,0.14810824394226074
110,0.18123602867126465
111,0.1905810832977295
112,0.2626070976257324
113,0.2529783248901367
114,0.20017671585083008
115,0.1627368927001953
116,0.15529870986938477
117,0.1585988998413086
118,0.23984813690185547
119,0.16939973831176758
120,0.17996811866760254
121,0.18698763847351074
122,0.1760549545288086
123,0.18183302879333496
124,0.24582910537719727
125,0.17492079734802246
126,0.17252182960510254
127,0.21223902702331543
128,0.16388201713562012
129,0.1581432819366455
130,0.19813299179077148
131,0.23573613166809082
132,0.18337702751159668
133,0.15287303924560547
134,0.15120697021484375
135,0.1745908260345459
136,0.15708398818969727
137,0.18664121627807617
138,0.1904141902923584
139,0.1695389747619629
140,0.23383712768554688
141,0.19566679000854492
142,0.24778103828430176
143,0.182844877243042
144,0.15655303001403809
145,0.21178603172302246
146,0.1700122356414795
147,0.1840529441833496
148,0.19818997383117676
149,0.1603221893310547
150,0.1820528507232666
151,0.14447426795959473
152,0.16340899467468262
153,0.21279001235961914
154,0.17383098602294922
155,0.1960010528564453
156,0.42020606994628906
157,0.2097470760345459
158,0.3820841312408447
159,0.6399481296539307
160,0.22785520553588867
161,0.17102599143981934
162,0.4481840133666992
163,0.18498587608337402
164,0.18447113037109375
165,0.2054147720336914
166,0.17074799537658691
167,0.154310941696167
168,0.20012807846069336
169,0.18938875198364258
170,0.3680849075317383
171,0.2344520092010498
172,0.19315505027770996
173,0.1636362075805664
174,0.17016911506652832
175,0.15760183334350586
176,0.23126816749572754
177,0.18073010444641113
178,0.17606401443481445
179,0.1992802619934082
180,0.18392324447631836
181,0.18830204010009766
182,0.17727112770080566
183,0.17615795135498047
184,0.2413501739501953
185,0.1570580005645752
186,0.20313692092895508
187,0.1664888858795166
188,0.20917916297912598
189,0.16683387756347656
190,0.1743910312652588
191,0.3111870288848877
192,0.16497468948364258
193,0.1783742904663086
194,0.16077899932861328
195,0.21307992935180664
196,0.16559314727783203
197,0.1557602882385254
198,0.1868441104888916
199,0.20442819595336914
200,0.18467497825622559
201,0.16048693656921387
202,0.14751410484313965
203,0.16524004936218262
204,0.17554736137390137
205,0.22124910354614258
206,0.15679121017456055
207,0.1854100227355957
208,0.18201613426208496
209,0.1770477294921875
210,0.1635901927947998
211,0.17095565795898438
212,0.1516551971435547
213,0.157243013381958
214,0.15549206733703613
215,0.25461792945861816
216,0.23563599586486816
217,0.17814207077026367
218,0.19213104248046875
219,0.18784689903259277
220,0.22773122787475586
221,0.16731595993041992
222,0.1937389373779297
223,0.16356825828552246
224,0.17251133918762207
225,0.1973128318786621
226,0.18154191970825195
227,0.1728971004486084
228,0.4098522663116455
229,0.1658937931060791
230,0.18267083168029785
231,0.18358707427978516
232,0.18470406532287598
233,0.17645812034606934
234,0.16718721389770508
235,0.17427992820739746
236,0.16508793830871582
237,0.17159008979797363
238,0.18013691902160645
239,0.25345802307128906
240,0.16438603401184082
241,0.18625593185424805
242,0.17527079582214355
243,0.21287965774536133
244,0.18314528465270996
245,0.20157170295715332
246,0.16529583930969238
247,0.15285205841064453
248,0.15162396430969238
249,0.17651915550231934
250,0.17405104637145996
251,0.16279816627502441
252,0.15948700904846191
253,0.17630577087402344
254,0.1738448143005371
255,0.32422924041748047
256,0.1814432144165039
257,0.15909981727600098
258,0.1738908290863037
259,0.14818310737609863
260,0.17455005645751953
261,0.18593692779541016
262,0.22293686866760254
263,0.17357683181762695
264,0.29378771781921387
265,0.1713731288909912
266,0.1838078498840332
267,0.2506401538848877
268,0.24333691596984863
269,0.19857001304626465
270,0.18653273582458496
271,0.195451021194458
272,0.16302490234375
273,0.1558210849761963
274,0.18521904945373535
275,0.20852303504943848
276,0.1863412857055664
277,0.16490888595581055
278,0.18840432167053223
279,0.17772984504699707
280,0.15594220161437988
281,0.1942768096923828
282,0.1623091697692871
283,0.17674612998962402
284,0.1613931655883789
285,0.162139892578125
286,0.17439508438110352
287,0.17616605758666992
288,0.16524386405944824
289,0.16122698783874512
290,0.18744516372680664
291,0.15869688987731934
292,0.1834888458251953
293,0.1606912612915039
294,0.18253588676452637
295,0.16978216171264648
296,0.16210508346557617
297,0.1768970489501953
298,0.184844970703125
299,0.3955240249633789
300,0.18735504150390625
301,0.17484688758850098
302,0.17397093772888184
303,0.1858077049255371
304,0.28073811531066895
305,0.24385285377502441
306,0.44135189056396484
307,0.2821311950683594
308,0.3991072177886963
309,0.15578603744506836
310,0.1779007911682129
311,0.16398286819458008
312,0.20445704460144043
313,0.17047977447509766
314,0.17440223693847656
315,0.15176701545715332
316,0.3846409320831299
317,0.1775219440460205
318,0.19440102577209473
319,0.1910710334777832
320,0.18477106094360352
321,0.3626408576965332
322,0.16547822952270508
323,0.17610430717468262
324,0.18395066261291504
325,0.18474102020263672
326,0.18668699264526367
327,0.16193890571594238
328,0.19653987884521484
329,0.1699390411376953
330,0.1867969036102295
331,0.18734192848205566
332,0.18310284614562988
333,0.16720294952392578
334,0.16211295127868652
335,0.18404412269592285
336,0.1733410358428955
337,0.1586298942565918
338,0.22309017181396484
339,0.18519306182861328
340,0.24465608596801758
341,0.18082189559936523
342,0.1594529151916504
343,0.15980005264282227
344,0.1912381649017334
345,0.2329709529876709
346,0.17536520957946777
347,0.15634703636169434
348,0.15244793891906738
349,0.31456899642944336
350,0.1750960350036621
351,0.22212696075439453
352,0.1653270721435547
353,0.15604019165039062
354,0.18984103202819824
355,0.16646814346313477
356,0.17545604705810547
357,0.16631793975830078
358,0.1628248691558838
359,0.1880190372467041
360,0.19981002807617188
361,0.13259124755859375
362,0.1911630630493164
363,0.19430303573608398
364,0.16051626205444336
365,0.19721102714538574
366,0.18794894218444824
367,0.22099018096923828
368,0.22607803344726562
369,0.1805582046508789
370,0.2480912208557129
371,0.1592390537261963
372,0.1735692024230957
373,0.1658010482788086
374,0.17417097091674805
375,0.18426918983459473
376,0.42015695571899414
377,0.17221999168395996
378,0.17163300514221191
379,0.15808606147766113
380,0.176102876663208
381,0.18138766288757324
382,0.1808919906616211
383,0.19617795944213867
384,0.2010970115661621
385,0.1638040542602539
386,0.14903497695922852
387,0.15694880485534668
388,0.19424223899841309
389,0.1775379180908203
390,0.16562724113464355
391,0.15570521354675293
392,0.18433403968811035
393,0.19977211952209473
394,0.16014409065246582
395,0.16445183753967285
396,0.1788630485534668
397,0.17384815216064453
398,0.15889787673950195
399,0.16234493255615234
400,0.18284893035888672
401,0.19081497192382812
402,0.1723790168762207
403,0.20502495765686035
404,0.13895702362060547
405,0.15703701972961426
406,0.18923687934875488
407,0.18711400032043457
408,0.1640927791595459
409,0.15795397758483887
410,0.1667170524597168
411,0.15131878852844238
412,0.1736466884613037
413,0.16818714141845703
414,0.2022547721862793
415,0.20554208755493164
416,0.21589016914367676
417,0.1873180866241455
418,0.17460918426513672
419,0.17770075798034668
420,0.18220901489257812
421,0.2138817310333252
422,0.18370389938354492
423,0.17998886108398438
424,0.1510181427001953
425,0.15706372261047363
426,0.15892815589904785
427,0.1625199317932129
428,0.1912240982055664
429,0.15738892555236816
430,0.1562209129333496
431,0.1666569709777832
432,0.20629096031188965
433,0.15508794784545898
434,0.17963695526123047
435,0.15085697174072266
436,0.17526698112487793
437,0.18241214752197266
438,0.09697604179382324
439,0.21708273887634277
440,0.1813211441040039
441,0.14941787719726562
442,0.17944884300231934
443,0.1625661849975586
444,0.1910257339477539
445,0.15618371963500977
446,0.25578999519348145
447,0.15723299980163574
448,0.15646100044250488
449,0.17532634735107422
450,0.18006110191345215
451,0.16567492485046387
452,0.18244218826293945
453,0.43293190002441406
454,0.15588808059692383
455,0.17151999473571777
456,0.1610722541809082
457,0.1662437915802002
458,0.2033987045288086
459,0.17928123474121094
460,0.16218805313110352
461,0.1555647850036621
462,0.16287612915039062
463,0.20391392707824707
464,0.15958595275878906
465,0.15840625762939453
466,0.1633598804473877
467,0.1625368595123291
468,0.20852923393249512
469,0.15534615516662598
470,0.1941070556640625
471,0.16609787940979004
472,0.16647791862487793
473,0.17807483673095703
474,0.21256208419799805
475,0.1855020523071289
477,0.1821599006652832
478,0.18480706214904785
479,0.15978717803955078
480,0.1560068130493164
481,0.180922269821167
482,0.18971490859985352
483,0.2116529941558838
484,0.17840003967285156
485,0.16541099548339844
486,0.26505303382873535
487,0.1803147792816162
488,0.18292784690856934
489,0.20009183883666992
490,0.1606431007385254
491,0.151655912399292
492,0.19075679779052734
493,0.1745281219482422
494,0.14725804328918457
495,0.22652697563171387
496,0.18551301956176758
497,0.16801095008850098
498,0.17923402786254883
499,0.20099091529846191
500,0.24773097038269043
501,0.1721951961517334
502,0.16336488723754883
503,0.17532110214233398
504,0.3644542694091797
505,0.1877729892730713
506,0.15946006774902344
507,0.1582808494567871
508,0.1803600788116455
509,0.1844038963317871
510,0.13910412788391113
511,0.16350793838500977
512,0.19185686111450195
513,0.18254494667053223
514,0.2000722885131836
515,0.18480587005615234
516,0.1509549617767334
517,0.1569979190826416
518,0.1696639060974121
519,0.16402816772460938
520,0.1762080192565918
521,0.1910109519958496
522,0.17652583122253418
523,0.1782691478729248
524,0.17490696907043457
525,0.1642608642578125
526,0.174210786819458
527,0.17487382888793945
528,0.17429089546203613
529,0.15008306503295898
530,0.31516599655151367
531,0.34017086029052734
532,0.15973877906799316
533,0.36928415298461914
534,0.20072078704833984
535,0.23553824424743652
536,0.20681500434875488
537,0.14834094047546387
538,0.15992522239685059
539,0.18314480781555176
540,0.17956304550170898
541,0.1876978874206543
542,0.15888595581054688
543,0.18218207359313965
544,0.18381190299987793
545,0.17892885208129883
546,0.1924729347229004
547,0.20607590675354004
548,0.15639781951904297
549,0.1860969066619873
550,0.19237303733825684
551,0.18255400657653809
552,0.1744692325592041
553,0.18077898025512695
554,0.1601700782775879
555,0.18929624557495117
556,0.16436505317687988
557,0.1980428695678711
558,0.20391559600830078
559,0.17763686180114746
560,0.17385506629943848
561,0.16515707969665527
562,0.40315890312194824
563,0.183441162109375
564,0.18492698669433594
565,0.21265721321105957
566,0.18225407600402832
567,0.18990588188171387
568,0.15802812576293945
569,0.2821800708770752
570,0.18570494651794434
571,0.15912103652954102
572,0.17225408554077148
573,0.17822813987731934
574,0.16760921478271484
575,0.3091251850128174
576,0.17751789093017578
577,0.16253089904785156
578,0.1782379150390625
579,0.15728116035461426
580,0.20803499221801758
581,0.16205096244812012
582,0.1579298973083496
583,0.1737520694732666
584,0.19355297088623047
585,0.17430806159973145
586,0.20241189002990723
587,0.1762700080871582
588,0.17206192016601562
589,0.17493796348571777
590,0.14819979667663574
591,0.16052508354187012
592,0.19071006774902344
593,0.1835939884185791
594,0.1804358959197998
595,0.17791390419006348
596,0.1580181121826172
